code,name,nav_date,nav,acc_nav,day_change,week_change,month_change,three_month_change,six_month_change,year_change
202801,南方全球精选配置股票(QDII-FOF)A,2026-05-07,1.0286,1.1696,-0.48,1.5,6.47,2.37,5.08,16.17
519696,交银环球精选混合(QDII)A,2026-05-07,2.9057,4.0157,-0.28,1.29,8.83,4.45,5.02,22.26
023591,南方全球精选配置股票(QDII-FOF)C,2026-05-07,1.023,1.164,-0.49,1.49,6.42,2.25,4.82,15.55
012585,南方中国新兴经济9个月持有期混合(QDII)C,2026-05-07,1.465,1.465,1.23,4.25,10.31,2.93,4.46,22.94
262001,景顺长城大中华混合(QDII)A人民币,2026-05-07,2.426,2.847,1.17,4.98,11.64,3.99,4.43,21.73
017436,华宝纳斯达克精选股票发起式(QDII)A,2026-05-07,2.3613,2.3613,-0.64,2.61,16.35,11.97,4.39,41.57
016988,景顺长城大中华混合(QDII)C人民币,2026-05-07,2.394,2.394,1.14,4.95,11.56,3.86,4.22,21.15
008763,天弘越南市场股票发起(QDII)A,2026-05-07,1.7124,1.7124,1.13,2.58,9.57,0.04,4.2,27.68
017437,华宝纳斯达克精选股票发起式(QDII)C,2026-05-07,2.3334,2.3334,-0.63,2.6,16.31,11.86,4.18,41.01
008764,天弘越南市场股票发起(QDII)C,2026-05-07,1.6838,1.6838,1.12,2.58,9.54,-0.02,4.07,27.36
080006,长盛环球行业混合(QDII),2026-05-07,1.331,1.381,-1.77,0.53,7.34,3.1,3.82,25.33
003629,摩根全球多元配置(QDII-FOF)人民币A,2026-05-07,1.8731,1.8731,0.25,2.03,6.29,1.98,3.34,11.43
019512,摩根全球多元配置(QDII-FOF)人民币C,2026-05-07,1.8712,1.8712,0.24,2.02,6.25,1.92,3.2,11.08
007729,招商普盛全球配置(QDII)人民币A,2026-05-07,1.3909,1.3909,-0.27,2.5,6.4,1.65,3.14,9.01
023559,招商普盛全球配置(QDII)人民币C,2026-05-07,1.3845,1.3845,-0.27,2.49,6.36,1.53,2.9,8.27
206011,鹏华美国房地产(QDII),2026-05-07,0.926,1.302,-1.17,-0.96,3.93,-1.59,2.09,-3.94
025654,富国医药精选混合(QDII)A,2026-05-08,1.0124,1.0124,-2.15,-0.98,-6.91,5.12,1.67,0.0
000103,国泰境外高收益债(QDII),2026-05-07,0.8015,0.8015,-0.09,0.09,0.11,0.56,1.49,4.74
025655,富国医药精选混合(QDII)C,2026-05-08,1.0086,1.0086,-2.14,-0.98,-6.96,4.87,1.32,0.0
011420,广发全球科技三个月定开混合(QDII)人民币A,2026-05-07,1.3783,1.3783,0.04,2.18,10.88,4.45,1.1,24.07
001984,摩根中国生物医药混合(QDII)A,2026-05-07,1.4222,1.4222,0.54,-0.34,-1.75,5.15,0.94,27.11
011422,广发全球科技三个月定开混合(QDII)人民币C,2026-05-07,1.3497,1.3497,0.04,2.17,10.84,4.35,0.9,23.56
019573,摩根中国生物医药混合(QDII)C,2026-05-07,1.403,1.403,0.53,-0.36,-1.79,5.03,0.7,26.28
006308,汇添富全球消费混合(QDII)人民币A,2026-05-07,2.4036,2.4036,-0.11,1.77,3.67,-5.43,0.59,10.89
000290,鹏华全球高收益债(QDII),2026-05-07,0.649,0.9835,-0.08,0.32,1.34,0.09,0.17,4.71
006309,汇添富全球消费混合(QDII)人民币C,2026-05-07,2.2241,2.2241,-0.11,1.74,3.58,-5.67,0.09,9.79
016199,汇添富全球汽车产业升级混合(QDII)人民币A,2026-05-07,1.455,1.455,0.19,2.52,12.95,2.75,-0.06,11.91
016202,汇添富全球汽车产业升级混合(QDII)人民币C,2026-05-07,1.424,1.424,0.18,2.5,12.89,2.59,-0.36,11.23
006445,华夏海外聚享混合发起式(QDII-FOF)A人民币,2026-05-07,1.6995,1.6995,-0.4,-0.06,1.7,-1.58,-0.82,3.53
006448,华夏海外聚享混合发起式(QDII-FOF)C人民币,2026-05-07,1.6478,1.6478,-0.4,-0.07,1.67,-1.66,-1.02,3.13
460010,华泰柏瑞亚洲领导企业混合,2026-05-07,1.094,1.094,1.96,0.64,-4.37,2.82,-1.08,7.89
000988,嘉实全球互联网股票人民币,2026-05-07,2.47,2.47,-0.32,3.48,12.99,4.04,-1.12,15.47
206006,鹏华全球中短债(QDII)人民币A,2026-05-07,0.5584,0.5643,-0.02,0.4,1.12,-0.99,-1.41,1.36
004877,汇添富全球医疗混合(QDII)人民币,2026-05-07,2.4008,2.4008,-0.87,-1.07,-3.54,-7.47,-1.57,10.53
008320,鹏华全球中短债(QDII)人民币C,2026-05-07,0.5476,0.5476,-0.02,0.37,1.07,-1.1,-1.62,0.94
002877,华夏大中华信用债A,2026-05-07,1.0367,1.4282,-0.02,0.2,0.48,-0.73,-1.7,0.62
070012,嘉实海外中国股票混合,2026-05-07,0.915,0.917,0.99,2.12,0.88,-6.06,-1.72,25.17
008095,中银亚太精选债券(QDII)人民币A,2026-05-07,1.053,1.053,-0.27,-0.17,0.08,-1.33,-1.72,0.23
008096,中银亚太精选债券(QDII)人民币C,2026-05-07,1.0312,1.0312,-0.26,-0.18,0.04,-1.41,-1.88,-0.09
000274,广发亚太中高收益债(QDII)A,2026-05-07,1.2052,1.2752,-0.02,0.15,0.59,-1.08,-1.94,0.84
002880,华夏大中华信用债C,2026-05-07,1.03,1.3753,-0.02,0.18,0.44,-0.85,-1.94,0.13
013508,广发亚太中高收益债(QDII)C,2026-05-07,1.199,1.199,-0.03,0.14,0.59,-1.1,-1.95,0.82
000342,嘉实新兴市场A1(QDII),2026-05-07,1.275,1.543,-0.16,0.16,0.63,-1.24,-2.0,1.92
019630,银华美元债精选债券(QDII)D,2026-05-07,1.0948,1.0948,-0.12,0.09,0.07,-0.85,-2.04,-0.32
007204,银华美元债精选债券(QDII)A,2026-05-07,1.0947,1.1487,-0.12,0.09,0.07,-0.85,-2.05,-0.33
001061,华夏收益债券(QDII)A,2026-05-07,1.4823,1.747,0.05,0.46,0.79,-1.34,-2.09,1.02
017970,摩根海外稳健配置混合(QDII-FOF)人民币A,2026-05-07,1.0658,1.0658,-0.06,-0.08,-0.2,-1.2,-2.12,-1.85
050030,博时亚洲票息收益债券A人民币,2026-05-07,1.4945,1.637,0.04,0.41,0.65,-1.26,-2.19,1.72
007205,银华美元债精选债券(QDII)C,2026-05-07,1.067,1.121,-0.11,0.08,0.04,-0.93,-2.19,-0.65
019480,博时亚洲票息收益债券C人民币,2026-05-07,1.4929,1.4929,0.04,0.41,0.65,-1.26,-2.19,1.71
004419,汇添富美元债债券(QDII)人民币A,2026-05-07,1.0477,1.0477,-0.16,-0.02,-0.14,-1.42,-2.24,-0.89
002400,南方亚洲美元收益债券(QDII)A(人民币),2026-05-07,1.0293,1.0493,-0.06,0.18,0.24,-1.31,-2.26,0.21
001063,华夏收益债券(QDII)C,2026-05-07,1.4076,1.664,0.04,0.45,0.75,-1.44,-2.28,0.62
020512,摩根海外稳健配置混合(QDII-FOF)人民币C,2026-05-07,1.056,1.056,-0.06,-0.09,-0.24,-1.3,-2.32,-2.25
022512,南方亚洲美元收益债券(QDII)E(人民币),2026-05-07,1.0259,1.0459,-0.06,0.18,0.22,-1.36,-2.35,0.01
007360,易方达中短期美元债(QDII)A人民币,2026-05-07,1.1826,1.1826,-0.19,-0.09,-0.09,-1.54,-2.38,-0.9
004420,汇添富美元债债券(QDII)人民币C,2026-05-07,1.0155,1.0155,-0.17,-0.03,-0.18,-1.51,-2.43,-1.28
004998,长信全球债券人民币,2026-05-07,1.2481,1.2481,-0.22,-0.1,-0.47,-1.09,-2.47,-1.23
002401,南方亚洲美元收益债券(QDII)C(人民币),2026-05-07,0.9774,0.9974,-0.05,0.17,0.22,-1.42,-2.49,-0.28
002391,华安全球美元收益债人民币A,2026-05-07,1.2,1.2,-0.17,0.0,-0.17,-1.56,-2.52,-0.91
007361,易方达中短期美元债(QDII)C人民币,2026-05-07,1.1588,1.1588,-0.19,-0.1,-0.11,-1.61,-2.52,-1.2
005243,融通中国概念债券(QDII)A,2026-05-07,1.1758,1.2358,-0.16,-0.18,-0.36,-1.25,-2.63,-0.45
008751,大成全球美元债(QDII)A人民币,2026-05-07,1.0447,1.0597,-0.14,-0.1,-0.32,-1.43,-2.65,-1.23
002426,华安全球美元票息债人民币A,2026-05-07,1.189,1.189,-0.25,0.0,-0.08,-1.65,-2.7,-1.16
002393,华安全球美元收益债C,2026-05-07,1.15,1.15,-0.17,0.0,-0.17,-1.63,-2.71,-1.29
008367,富国亚洲收益债券(QDII)人民币A,2026-05-07,1.0576,1.1231,-0.15,-0.31,-0.57,-1.22,-2.72,-1.57
100050,富国全球债券(QDII)人民币A,2026-05-07,1.2809,1.36,-0.23,-0.2,-0.49,-1.23,-2.73,-0.99
002429,华安全球美元票息债C,2026-05-07,1.139,1.139,-0.18,0.09,-0.09,-1.73,-2.82,-1.56
020571,融通中国概念债券(QDII)C,2026-05-07,1.1664,1.1664,-0.16,-0.18,-0.38,-1.34,-2.82,-0.84
002286,中银美元债债券(QDII)人民币A,2026-05-07,1.2145,1.2145,-0.21,-0.12,-0.38,-1.48,-2.84,-1.33
501300,海富通全球收益债券人民币,2026-05-07,0.9483,0.9483,-0.23,-0.18,-0.58,-1.52,-2.84,-2.23
008752,大成全球美元债(QDII)C人民币,2026-05-07,1.0145,1.0295,-0.15,-0.11,-0.36,-1.53,-2.84,-1.63
019518,富国全球债券(QDII)人民币C,2026-05-07,1.272,1.351,-0.23,-0.21,-0.52,-1.3,-2.86,-1.24
019709,富国亚洲收益债券(QDII)人民币C,2026-05-07,1.0501,1.1155,-0.16,-0.32,-0.6,-1.29,-2.87,-1.85
019893,中银美元债债券(QDII)人民币C,2026-05-07,1.2081,1.2081,-0.21,-0.12,-0.4,-1.53,-2.93,-1.52
017144,华宝海外新能源汽车股票发起式(QDII)A,2026-05-08,1.6963,1.6963,0.93,-0.01,8.42,5.99,-3.97,22.87
017145,华宝海外新能源汽车股票发起式(QDII)C,2026-05-08,1.6775,1.6775,0.93,-0.02,8.39,5.88,-4.16,22.38
003972,国富美元债一年持有期债券(QDII)人民币,2026-05-07,0.9642,1.0362,-0.32,-0.36,-0.56,-2.06,-4.18,-3.18
003385,工银全球美元债A人民币,2026-05-07,1.0532,1.0532,-0.29,-0.18,-0.9,-2.25,-4.18,-3.52
